0,1,688.95,333.00,64.80,170.55,0.89,-1,-1,-1
0,2,760.50,290.02,210.60,528.97,0.88,-1,-1,-1
0,3,-31.39,201.60,319.39,827.10,0.87,-1,-1,-1
0,4,747.90,356.40,58.50,157.95,0.86,-1,-1,-1
0,5,1085.40,234.22,253.80,721.57,0.84,-1,-1,-1
0,6,902.70,236.47,293.40,781.42,0.81,-1,-1,-1
1,1,685.44,332.28,69.55,172.25,0.88,-1,-1,-1
1,2,766.02,286.15,227.21,550.49,0.88,-1,-1,-1
1,3,-26.81,197.32,313.37,843.76,0.88,-1,-1,-1
1,4,749.12,356.68,58.56,156.32,0.88,-1,-1,-1
1,5,1103.68,236.73,246.25,725.85,0.80,-1,-1,-1
1,6,917.31,229.62,329.22,857.62,0.82,-1,-1,-1
2,1,685.82,333.11,70.40,173.50,0.88,-1,-1,-1
2,2,771.10,282.78,241.07,570.41,0.90,-1,-1,-1
2,3,-28.68,197.55,311.90,854.38,0.88,-1,-1,-1
2,4,748.98,357.34,62.09,154.51,0.89,-1,-1,-1
2,5,1113.36,215.84,260.63,805.86,0.57,-1,-1,-1
2,6,931.73,227.80,364.08,913.39,0.80,-1,-1,-1
3,1,685.71,333.85,71.28,174.02,0.89,-1,-1,-1
3,2,776.73,280.65,254.89,589.06,0.90,-1,-1,-1
3,3,-42.60,190.56,322.68,879.67,0.86,-1,-1,-1
3,4,749.62,357.13,61.90,152.58,0.90,-1,-1,-1
3,5,1135.69,203.92,259.90,847.21,0.39,-1,-1,-1
3,6,963.62,225.23,351.92,930.26,0.77,-1,-1,-1
4,1,687.50,334.48,68.82,174.17,0.89,-1,-1,-1
4,2,781.16,272.69,281.64,631.10,0.90,-1,-1,-1
4,3,-50.37,188.95,327.67,887.53,0.86,-1,-1,-1
4,4,749.28,355.93,59.67,151.92,0.90,-1,-1,-1
4,5,1167.49,218.97,201.85,741.03,0.26,-1,-1,-1
4,6,992.84,234.78,309.39,891.66,0.76,-1,-1,-1
