0,1,618.75,404.10,60.30,103.50,0.91,-1,-1,-1
0,2,562.95,352.57,68.40,239.62,0.91,-1,-1,-1
0,3,733.50,367.42,51.30,181.12,0.90,-1,-1,-1
0,4,499.05,357.30,116.10,245.70,0.89,-1,-1,-1
0,5,693.90,370.35,50.40,144.45,0.89,-1,-1,-1
0,6,745.65,520.65,195.75,304.20,0.85,-1,-1,-1
1,1,620.05,403.10,61.13,104.58,0.92,-1,-1,-1
1,2,562.64,351.72,70.01,240.65,0.90,-1,-1,-1
1,3,735.31,367.37,49.77,181.70,0.91,-1,-1,-1
1,4,503.75,355.66,116.98,247.52,0.87,-1,-1,-1
1,5,696.45,370.69,51.22,143.82,0.89,-1,-1,-1
1,6,748.24,523.49,199.05,305.30,0.84,-1,-1,-1
2,1,621.74,403.23,59.91,103.80,0.92,-1,-1,-1
2,2,564.00,351.12,70.32,242.06,0.91,-1,-1,-1
2,3,737.52,367.48,48.81,181.41,0.91,-1,-1,-1
2,4,504.89,354.58,120.70,249.42,0.82,-1,-1,-1
2,5,698.41,369.80,51.39,145.05,0.89,-1,-1,-1
2,6,750.23,524.03,199.74,304.32,0.85,-1,-1,-1
3,1,624.24,402.33,59.46,104.30,0.92,-1,-1,-1
3,2,565.09,350.05,71.04,243.13,0.91,-1,-1,-1
3,3,739.38,366.57,48.53,181.66,0.91,-1,-1,-1
3,4,502.82,353.89,125.87,250.45,0.86,-1,-1,-1
3,5,699.52,369.27,51.40,144.80,0.86,-1,-1,-1
3,6,752.01,523.93,200.44,302.32,0.85,-1,-1,-1
4,1,626.38,401.88,58.01,104.47,0.92,-1,-1,-1
4,2,565.81,349.55,72.59,243.44,0.90,-1,-1,-1
4,3,740.96,366.61,49.17,181.91,0.91,-1,-1,-1
4,4,506.34,352.70,132.08,250.23,0.77,-1,-1,-1
4,5,703.20,370.95,48.73,142.70,0.87,-1,-1,-1
4,6,753.25,523.35,202.64,309.75,0.85,-1,-1,-1
5,1,628.04,401.09,58.85,105.32,0.91,-1,-1,-1
5,2,567.06,348.28,72.42,244.77,0.91,-1,-1,-1
5,3,743.09,366.00,49.37,181.80,0.91,-1,-1,-1
5,4,508.00,351.84,134.10,251.05,0.78,-1,-1,-1
5,5,706.38,370.56,47.14,142.45,0.88,-1,-1,-1
5,6,756.21,522.65,204.56,320.56,0.83,-1,-1,-1
6,1,629.16,400.48,60.41,105.42,0.90,-1,-1,-1
6,2,568.72,346.73,74.19,246.38,0.88,-1,-1,-1
6,3,745.29,365.61,48.79,182.35,0.91,-1,-1,-1
6,4,509.81,350.76,139.54,250.91,0.69,-1,-1,-1
6,5,708.59,370.55,46.64,141.71,0.89,-1,-1,-1
6,6,759.65,522.48,205.75,321.72,0.83,-1,-1,-1
7,1,631.09,399.65,60.98,105.44,0.92,-1,-1,-1
7,2,569.95,345.90,78.49,246.91,0.89,-1,-1,-1
7,3,746.97,364.85,49.23,182.85,0.92,-1,-1,-1
7,4,511.70,349.63,143.85,252.55,0.88,-1,-1,-1
7,5,710.87,369.75,46.51,141.94,0.89,-1,-1,-1
7,6,761.78,522.11,207.67,323.20,0.83,-1,-1,-1
8,1,632.60,399.44,61.21,105.09,0.91,-1,-1,-1
8,2,571.83,346.34,80.72,246.37,0.87,-1,-1,-1
8,3,748.04,364.15,50.67,183.43,0.91,-1,-1,-1
8,4,510.54,349.37,149.58,253.02,0.85,-1,-1,-1
8,5,712.14,369.18,47.79,141.69,0.89,-1,-1,-1
8,6,764.89,522.58,209.00,329.59,0.83,-1,-1,-1
9,1,634.30,399.30,60.66,105.14,0.92,-1,-1,-1
9,2,573.69,345.67,80.88,247.43,0.87,-1,-1,-1
9,3,751.13,364.00,49.35,183.68,0.92,-1,-1,-1
9,4,514.75,348.43,146.88,253.85,0.91,-1,-1,-1
9,5,713.15,368.76,48.25,141.95,0.89,-1,-1,-1
9,6,767.16,522.27,211.83,334.96,0.83,-1,-1,-1
10,1,636.01,398.71,60.47,106.09,0.90,-1,-1,-1
10,2,575.16,345.50,80.31,247.85,0.87,-1,-1,-1
10,3,753.39,363.69,48.86,184.11,0.91,-1,-1,-1
10,4,517.15,348.47,145.03,254.18,0.90,-1,-1,-1
10,5,714.91,368.50,47.84,141.33,0.89,-1,-1,-1
10,6,769.71,522.54,215.93,337.52,0.83,-1,-1,-1
11,1,637.52,398.56,60.40,106.56,0.92,-1,-1,-1
11,2,577.20,345.68,81.23,247.91,0.88,-1,-1,-1
11,3,755.05,363.04,49.92,185.88,0.92,-1,-1,-1
11,4,518.04,348.14,146.58,256.03,0.87,-1,-1,-1
11,5,716.70,368.15,47.09,140.93,0.89,-1,-1,-1
11,6,772.39,524.31,217.40,330.42,0.82,-1,-1,-1
12,1,639.86,398.85,59.16,106.48,0.91,-1,-1,-1
12,2,577.94,346.07,82.74,249.23,0.87,-1,-1,-1
12,3,756.60,363.29,50.30,186.16,0.91,-1,-1,-1
12,4,518.61,348.64,149.49,256.81,0.61,-1,-1,-1
12,5,717.65,368.21,48.66,139.48,0.89,-1,-1,-1
12,6,776.39,526.29,219.71,338.02,0.82,-1,-1,-1
13,1,641.63,398.87,59.32,106.88,0.91,-1,-1,-1
13,2,579.13,346.44,82.69,249.82,0.87,-1,-1,-1
13,3,758.06,363.29,51.06,186.97,0.92,-1,-1,-1
13,4,517.66,348.91,152.89,257.04,0.37,-1,-1,-1
13,5,719.22,367.96,48.65,139.55,0.90,-1,-1,-1
13,6,779.66,527.64,222.92,342.51,0.81,-1,-1,-1
14,1,643.01,398.83,59.98,107.60,0.90,-1,-1,-1
14,2,580.31,345.79,83.21,251.63,0.86,-1,-1,-1
14,3,758.99,363.40,52.54,187.38,0.92,-1,-1,-1
14,4,522.76,348.68,148.17,257.64,0.84,-1,-1,-1
14,5,720.19,367.68,51.06,139.42,0.91,-1,-1,-1
14,6,783.35,529.55,223.14,370.93,0.83,-1,-1,-1
15,1,643.91,398.95,60.80,107.68,0.91,-1,-1,-1
15,2,581.78,345.54,82.71,252.80,0.87,-1,-1,-1
15,3,759.99,363.44,53.64,187.75,0.91,-1,-1,-1
15,4,524.90,348.73,146.07,258.82,0.84,-1,-1,-1
15,5,721.23,367.72,51.91,139.50,0.91,-1,-1,-1
15,6,786.82,530.80,226.59,366.29,0.82,-1,-1,-1
16,1,645.46,399.55,61.72,107.56,0.90,-1,-1,-1
16,2,583.23,346.15,82.51,253.25,0.87,-1,-1,-1
16,3,761.29,363.70,54.66,188.65,0.92,-1,-1,-1
16,4,525.37,349.62,146.46,259.42,0.70,-1,-1,-1
16,5,723.13,367.83,51.66,139.56,0.91,-1,-1,-1
16,6,790.52,534.63,227.30,359.30,0.81,-1,-1,-1
17,1,647.75,399.77,60.86,107.79,0.91,-1,-1,-1
17,2,584.91,347.29,82.39,252.74,0.88,-1,-1,-1
17,3,762.87,363.64,55.63,190.30,0.92,-1,-1,-1
17,4,525.48,349.95,147.14,260.77,0.76,-1,-1,-1
17,5,724.65,367.71,53.33,140.34,0.91,-1,-1,-1
17,6,793.85,536.61,228.94,359.95,0.82,-1,-1,-1
18,1,649.97,399.99,60.50,108.12,0.90,-1,-1,-1
18,2,587.23,347.42,81.68,253.16,0.88,-1,-1,-1
18,3,763.27,363.63,57.13,190.96,0.92,-1,-1,-1
18,4,526.62,349.79,147.87,262.19,0.71,-1,-1,-1
18,5,726.24,367.98,52.15,140.42,0.92,-1,-1,-1
18,6,796.63,539.78,232.96,355.72,0.79,-1,-1,-1
19,1,651.94,400.37,60.36,107.94,0.90,-1,-1,-1
19,2,588.95,347.62,80.78,254.35,0.90,-1,-1,-1
19,3,764.86,364.22,57.69,191.19,0.92,-1,-1,-1
19,4,530.00,350.17,144.51,262.25,0.73,-1,-1,-1
19,5,727.68,368.53,52.27,140.32,0.91,-1,-1,-1
19,6,799.07,540.62,235.91,364.82,0.79,-1,-1,-1
20,1,653.46,400.51,60.31,108.03,0.90,-1,-1,-1
20,2,590.09,347.54,79.81,256.00,0.91,-1,-1,-1
20,3,767.15,364.15,57.27,191.42,0.92,-1,-1,-1
20,4,530.25,350.16,143.16,262.27,0.87,-1,-1,-1
20,5,729.92,368.89,51.10,140.00,0.90,-1,-1,-1
20,6,801.92,542.55,239.02,371.14,0.79,-1,-1,-1
21,1,654.51,400.59,61.47,108.49,0.90,-1,-1,-1
21,2,591.33,347.68,76.96,257.15,0.91,-1,-1,-1
21,3,768.50,364.48,58.24,191.30,0.92,-1,-1,-1
21,4,529.97,350.03,140.76,262.21,0.88,-1,-1,-1
21,5,731.55,369.37,50.62,139.71,0.91,-1,-1,-1
21,6,805.17,544.29,242.39,364.47,0.78,-1,-1,-1
22,1,656.09,400.84,61.32,109.07,0.90,-1,-1,-1
22,2,592.07,347.53,75.95,257.48,0.90,-1,-1,-1
22,3,770.76,364.49,58.04,191.63,0.92,-1,-1,-1
22,4,529.25,349.94,136.86,262.22,0.88,-1,-1,-1
22,5,733.62,370.36,49.86,138.82,0.91,-1,-1,-1
22,6,808.13,545.18,244.83,352.56,0.78,-1,-1,-1
23,1,657.18,400.70,61.27,109.63,0.90,-1,-1,-1
23,2,594.06,347.66,75.59,258.73,0.91,-1,-1,-1
23,3,773.06,365.01,57.93,192.27,0.92,-1,-1,-1
23,4,532.21,349.79,129.32,263.98,0.91,-1,-1,-1
23,5,734.93,370.78,50.80,138.86,0.91,-1,-1,-1
23,6,811.24,549.23,246.61,357.25,0.79,-1,-1,-1
24,1,658.55,400.65,61.24,109.68,0.91,-1,-1,-1
24,2,595.78,347.43,74.85,259.91,0.91,-1,-1,-1
24,3,776.07,364.63,56.67,193.84,0.93,-1,-1,-1
24,4,535.27,349.00,122.20,267.60,0.91,-1,-1,-1
24,5,736.37,371.11,50.54,138.27,0.91,-1,-1,-1
24,6,813.89,550.82,248.35,357.72,0.78,-1,-1,-1
25,1,659.67,401.20,61.82,109.09,0.91,-1,-1,-1
25,2,597.65,347.60,74.59,260.32,0.92,-1,-1,-1
25,3,777.82,364.60,56.76,194.86,0.92,-1,-1,-1
25,4,536.69,348.67,116.60,270.73,0.92,-1,-1,-1
25,5,738.13,371.49,49.83,137.77,0.91,-1,-1,-1
25,6,816.33,552.23,250.39,363.26,0.77,-1,-1,-1
26,1,660.96,401.36,62.62,109.45,0.91,-1,-1,-1
26,2,599.22,347.92,74.48,260.42,0.92,-1,-1,-1
26,3,779.62,364.70,56.77,194.75,0.92,-1,-1,-1
26,4,539.36,348.20,110.30,274.84,0.93,-1,-1,-1
26,5,739.94,372.04,49.55,137.13,0.91,-1,-1,-1
